,FEDFUNDS,TB3MS,T5YIE,UNRATE,CPIAUCSL_YOY,PCEPI_YOY,INDPRO_YOY,PAYEMS_YOY,NFCI,STLFSI4,SPREAD_2s10s,SPREAD_3m10y,SPREAD_5s30s,beta1,beta2,beta3,beta1_L1,beta1_L2,beta1_L3,beta2_L1,beta2_L2,beta2_L3,beta3_L1,beta3_L2,beta3_L3,beta1_t1,beta2_t1,beta3_t1
2007-10-31,4.76,3.9,2.26,4.7,3.547040458223716,3.041741302912726,2.512192084179788,0.9679266036409118,-0.00254,0.7856,-0.56,-0.6300000000000003,-0.5699999999999994,4.901731958381514,-0.18268639520187294,-2.839630656281158,4.9295983135419,5.048882508697223,5.159434005642815,-0.276060838863924,-0.1008151844248847,0.2861332905915354,-2.646816906614416,-2.352963166010294,-1.5987124604012057,4.717853417070779,-0.45449417112273394,-3.885517362859602
2007-11-30,4.49,3.27,2.24,4.7,4.2803396582697495,3.53635439759179,3.1002964893792395,0.8934078425500758,0.48118,2.0635,-0.8100000000000005,-0.8800000000000003,-0.8499999999999996,4.717853417070779,-0.45449417112273394,-3.885517362859602,4.901731958381514,4.9295983135419,5.048882508697223,-0.18268639520187294,-0.276060838863924,-0.1008151844248847,-2.839630656281158,-2.646816906614416,-2.352963166010294,4.782314794047237,-0.7669866404856531,-4.321573759729874
2007-12-31,4.24,3.0,2.27,5.0,4.026644880051222,3.412732353417791,2.138439865667152,0.8315120974739187,0.51946,1.3182,-0.9799999999999996,-1.0999999999999996,-1.04,4.782314794047237,-0.7669866404856531,-4.321573759729874,4.717853417070779,4.901731958381514,4.9295983135419,-0.45449417112273394,-0.18268639520187294,-0.276060838863924,-3.885517362859602,-2.839630656281158,-2.646816906614416,4.64848337442394,-0.8423607993990986,-5.897114362671607
2008-01-31,3.94,2.75,2.15,5.0,4.205031811145332,3.3312977731108084,2.372229857758956,0.6662752161073371,0.40878,1.6108,-1.2600000000000002,-0.9900000000000002,-1.35,4.64848337442394,-0.8423607993990986,-5.897114362671607,4.782314794047237,4.717853417070779,4.901731958381514,-0.7669866404856531,-0.45449417112273394,-0.18268639520187294,-4.321573759729874,-3.885517362859602,-2.839630656281158,4.922605951517139,-1.9757877327496576,-6.498970764000003
2008-02-29,2.98,2.12,2.3,4.9,4.059437761536788,3.2205033107221226,1.0459757512718326,0.5574801033812804,0.78523,1.4229,-1.7700000000000002,-1.62,-1.7399999999999998,4.922605951517139,-1.9757877327496576,-6.498970764000003,4.64848337442394,4.782314794047237,4.717853417070779,-0.8423607993990986,-0.7669866404856531,-0.45449417112273394,-5.897114362671607,-4.321573759729874,-3.885517362859602,4.851258298313815,-2.8908617452355228,-5.569303598382923
2008-03-31,2.61,1.26,2.19,5.1,3.8979372014913416,3.14128355763037,0.549159752402506,0.344154607743441,0.94209,1.6733,-1.89,-2.25,-1.91,4.851258298313815,-2.8908617452355228,-5.569303598382923,4.922605951517139,4.64848337442394,4.782314794047237,-1.9757877327496576,-0.8423607993990986,-0.7669866404856531,-6.498970764000003,-5.897114362671607,-4.321573759729874,4.8482091952435145,-3.3345845225157036,-2.6279871347590538
2008-04-30,2.28,1.29,2.26,5.0,3.8294909498422847,3.0912435926390813,-0.8075062771307095,0.1399144068209068,0.64664,1.694,-1.6300000000000003,-2.39,-1.6000000000000003,4.8482091952435145,-3.3345845225157036,-2.6279871347590538,4.851258298313815,4.922605951517139,4.64848337442394,-2.8908617452355228,-1.9757877327496576,-0.8423607993990986,-5.569303598382923,-6.498970764000003,-5.897114362671607,5.005880996266791,-3.338511973898099,-0.6767230483865423
2008-05-31,1.98,1.73,2.4,5.4,4.007048490962273,3.2294318783238296,-1.4802969545995026,-0.1029567527613295,0.50046,0.9693,-1.4299999999999995,-2.15,-1.4499999999999995,5.005880996266791,-3.338511973898099,-0.6767230483865423,4.8482091952435145,4.851258298313815,4.922605951517139,-3.3345845225157036,-2.8908617452355228,-1.9757877327496576,-2.6279871347590538,-5.569303598382923,-6.498970764000003,5.002471053728534,-3.0032574755674464,-0.5751468614228212
2008-06-30,2.0,1.86,2.63,5.6,4.818013152732981,3.740598040166532,-1.768439978409031,-0.2690678897975473,0.70994,1.7335,-1.3299999999999996,-2.2399999999999998,-1.2000000000000002,5.002471053728534,-3.0032574755674464,-0.5751468614228212,5.005880996266791,4.8482091952435145,4.851258298313815,-3.338511973898099,-3.3345845225157036,-2.8908617452355228,-0.6767230483865423,-2.6279871347590538,-5.569303598382923,4.874540634482004,-2.783692120212744,-2.4042624045411696
2008-07-31,2.01,1.63,2.16,5.8,5.351718445415354,4.052423842184538,-2.066522634569523,-0.3963103371765086,0.71328,1.1935,-1.44,-2.38,-1.2700000000000005,4.874540634482004,-2.783692120212744,-2.4042624045411696,5.002471053728534,5.005880996266791,4.8482091952435145,-3.0032574755674464,-3.338511973898099,-3.3345845225157036,-0.5751468614228212,-0.6767230483865423,-2.6279871347590538,4.829399332520058,-2.7256131859373687,-2.902222795750768
